COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,CONTRACT_NAME
68008,Police Protection Equipment (Body Armor and Riot S,"1 each, Quiqlite X Rechargeable Clip Light Item #FH150WW, Mfg. #QL-Q-XWW FH150 WW $36.95",Replacement of various Police Equipment items
34564300001,EAR PLUG DISPOSABLE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,MSC order for Glen Bell
34556330001,HARD HAT ACCESSORY LANTERN HIGH/LOW BEAM CORROSION PROOF,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE_______,material needed at awbsc
34564100001,SHIELD FACE 8 X 12 IN CLEAR VISOR WITH HEAD GEAR,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,material needed at awbsc
34572100002,RESPIRATOR DUST AND FUMES,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE________,material needed at awgbsc
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT","Gloves, Supreno EC, Medium, Nitrile,  Powder Free, Extended Cuff 50/bx, 10bx/cs  50 boxes at $12.70 per box",Microflex Supreno Gloves for APD PCO
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",5 CASES NITRILE GLOVESs MCKESSON ITEM #14-050-S @ $59.10 A CASE.,NITRILE GLOVES
68008,Police Protection Equipment (Body Armor and Riot S,"160 each, Face shield, DK6, Item# TP335, MFG #5800015,   @ $65.73 each","Delta Force IIIA Ballistic Helmet, Black, various sizes"
34508385231,"X005  Shoulder Straps 79""  Black.  DICK MEDICAL11174 BK",,Shoulder Harness Restraint -emergency patient care for stock
34564115004,EAR PLUGS ACCU-FIT AURAL PROTECTOR W/CASE,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at Gbsc
34580,Respiratory Protection Equipment and Parts,"kevlar Harness, large",Scott Breathing Air Systems
34564,"Head, Ear, Eye and Face Protection",,ACE/SUPPLIES FOR SCHOOL RD/CONCRETE/BUSTOS
34556100002,HAT SAFETY FULL BRIM,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE________,material needed at Gbsc
72559,Telecommunication Parts and Accessories (Not Other,"Full Face Helmet Kit For Most Full Face Helmets Internal Mount Boom Microphone Dual Speaker Improved Dual Speaker (smaller & enhanced frequency response) Improved Seaker Connectors All Radio Configurations, Except Portable Radio Only Without PA",PINNACLE PEAK SETCOM SEE ATTACHED
47521315200,N040.21     EZ-IO Driver. G3 Model. Used by paramedics for i,EZ-IO G3 Power Driver  Vidacare Part No. 9058,EZ-IO drivers-emergency patient care for stock
34580591003,RESPIRATOR HALFMASK MSA COMFO II BLACK HYCAR RUBBER LARGE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE______,material needed at awbsc
34532114001,BANDAGE COMPRESS 4 IN. FAS,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",shipment going to Rutherford warehouse    2000 boxes of large  900 boxes of medium  200 boxes of small,Nitrile Gloves - emergency patient care
34564,"Head, Ear, Eye and Face Protection",,"Ace Conttractors/Utility Cuts/nails, lumber"
2002772,"GLOVES, RUBBER",,Rubber Gloves/Signals
34034,"Fire Protection Clothing (Turnout Coats, Bunker Pa","TURNOUT GEAR FOR CADET CLASS #118  39 - BUNKER TROUSERS @ $785.90/EA  39 - BUNKER COATS @ $1,037.46/EA  Base on Amendment No.5 to Contract no.GA10000001 bunker gear prices increased: -   LT03333 Coat Bronze $1059.26/EA -39   LT03333 Pants Bronze $802.41/EA - 39",TURNOUT GEAR FOR CADET CLASS #118
47050305007,B036.1 Graham MegaMover 1500 Fluid resistant non woven,,medical supplies
20027101008,GLOVES PALM COATED NITRILE BLACK 15 IN GAUGE NYLON SHELL XL,RC LN______QTY DEL______P/F_____B/O_____DEL DATE________,material needed at wbsc
34556330003,HAT SAFETY CAP STYLE W/HEAD GEAR & EAR MUFFS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,material for Webberville Storeroom
34580581003,RESPIRATOR FULLFACE MSA ULTRA TWIN BLACK HYCAR RUBBER LARGE,RC LN___ QTY DEL___ P/F___ B/O____ DEL DATE_______,material needed at awgbsc
34532125001,"KIT INFECTION CONTROL, PERSONAL PROTECTION UNIT",RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  5/31/2019     (19) Infection Kit for Ernest Beltran 512-905-2400,MSC material for AWWBSC
34592502010,SAFETY VEST STYLE YELLOW 2XLARGE CLASS 3,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Vests and Hard Hats for Glen Bell warehouse
49077,"Pumps, Liquid (Laboratory Type): Metering, Perista",as per quote,Watson/marlow pump for SAR
34572511098,3M 1870 Health Care Particulate respirator and surgical Mask,IC1870PLUS,Health Care Particulate Respirator and Surgical Mask
3457251,"MASK, RESPIRATOR",,REGULAR MASKS
47541481004,GLOVES DISPOSABLE NONSTERILE NITRILE XLARGE,RC LN___ QTY DEL___ P/F____ B/O_____ DEL DATE_______,material needed at awbsc
34580100009,RESPIRATOR CARTRIDGE MSA MULTI PURPOSE NO. GME H,RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE__________,material needed at awgbsc
47509,"Bandages (All Types), Adhesive Tapes, Dressings, P","1"" round fabric adhesive bandages, sterile  #466870",Medical Supplies for Health/Wellness Services
3457251,"MASK, RESPIRATOR","AVO 70501-697-7  OMNIA Contract #4400008468  Kit includes: Twin Port FM54 APR, Clear Outsert Assembly, BlueBlocker Outsert Assembly, CBRNCF50 Canister, CTCF50 Riot Agent Canister, Universal Carrier & Storage Faceform",Masks and SCBA kits for SWAT
34007,Breathing Equipment for Firemen,PR319 masks for 119 class  Re: Quote # QT1070890,PR319 masks for 119 class
6800815,"ARMOR, BODY, BALLISTIC; TO PROVIDE TYPE II BALLIST",Item Number: PTA-1157458*  BuyBoard Contract 603-20,ProTech G2 Intruder Shields and Carry Bag 34'' x 36''
34532125001,"KIT INFECTION CONTROL, PERSONAL PROTECTION UNIT",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger weekly keepstock for Webberville warehouse
34592502011,SAFETY VEST STYLE YELLOW 3XLARGE CLASS 3,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,QIA material for Webberville warehouse
34556102001,STRAP CHIN FOR SAFETY HELMETS,RC LN____QTY DEL___P/F___B/O____DEL DATE________,material needed at gbsc
34564,"Head, Ear, Eye and Face Protection",,Korrect Optical/Luis Soto
34592502014,SAFETY VEST SYLE YELLOW SMALL CLASS 3,RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________    DELIVERY DATE SHALL BE NO LATER THAN  6/27/2019,Grainger material for AWWBSC
6800814,"ARMOR, BODY","PR234264-Ballistic vest air panels    1. ITEM# 01-22905-01 - Ally One Accessories, Air Panels, Black -- QTY: 11 EACH @ $30.50 EACH.    Shipping UPS Ground - $21.02    Ref Quote#QUO74704-BB",PR234264-Ballistic vest air panels
34564300001,EAR PLUG DISPOSABLE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,material needed at awbsc
34564,"Head, Ear, Eye and Face Protection",Rx inserts for Darrell Wilbert,rx inserts
34592502009,SAFETY VEST STYLE YELLOW XLARGE CLASS 3,RC LN_____QTY DEL______P/F____B/O____DEL DATE_______,material needed at awgbsc
34564100001,SHIELD FACE 8 X 12 IN CLEAR VISOR WITH HEAD GEAR,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,Material needed at awgbsc
34556330002,25F547 HARD HAT VISOR FR TREATED HIGH VIZ YELLOW,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Webberville Warehouse QIA from MSC
34532115001,TAPE ADHESIVE 1/2 IN X 2-1/2 YDS FAS,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Misc Grainger items for Glen Bell warehouse
3455636,"HELMETS, SAFETY, FIREFIGHTER, INCLUDING ACCESSORIE",,RESCUE HELMETS
47564715217,Top Sheet,S002  Top sheet. 40 inches x 90 inches. Stretcher. Light Blue. MEDLINE Item Number NON 24335,top sheets
46502441010,Adult Nonbreathing Oxygen Mask Hudson RCI #1060,A010   Adult Non Rebreathing Oxygen Mask    Oxygen Mask.  Latex Free  Hudson RCI? # 1060  or buyer approved equivalent,medical supplies
34572100001,MASK DUST DISPOSABLE,RC LN____ QTY DEL____ P/F___ B/O___ DEL DATE____,material needed at awgbsc
36022,"Installation Supplies: Adhesive Edge Strip, Seam T",50092  30 Amp ATC fuses,TESSCO $1820.20  SEE ATTACHED
34532114018,BANDAGE KNUCKLE 1-1/2 X 3 IN. FAS,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/9/2018,Grainger material for Glen Bell warehouse
34532114005,BANDAID ADHESIVE PAD 1 X 3-3/8 IN. FAS,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 4/27/2018,Grainger material for AWWBSC
17527514066,MasimoInfant Disp Sensor #1861,"D066     Sensor. Infant. Weight 3 ??A? 20 kg. Adhesive Sensors, 3 ft. Single Patient Use. Packaged 20 each per Box.  Latex free. Non-sterile. Compatible with Physio LP-12 Monitor. Masimo Part Number 1861.",infant sensor
47587751026,Oral Airway  Hudson RCI 1166  Size 11    Latex Free,Oral Airway Hudson RCI 1166 Size 11 Latex Free,medical supplies
2001540,"GLOVES, LATEX, DISPOSABLE, SAFETY","Web eoc 6397893   X-Large Blue Nitrile Exam Gloves, Powder-Free, 100/Box  10 Boxes/Case  $13.95/Bx   6000 Boxes /600 Cases",Gloves
34580100009,RESPIRATOR CARTRIDGE MSA MULTI PURPOSE #GME H,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE____________,material needed at wbsc
47595800001,"N043   Blood Collection tube , Grey.",,Blood Collection tube
6800814,"ARMOR, BODY","# R20D-CII-1  Point Blank Armor  Standard R20D Navy  CII Ballistics NIJ 06  5 x 8 Soft trauma insert  Silver reflective ID lettering ""EMS""    Ben Yasui - size med-reg",Ballistic Vests
3455636,"HELMETS, SAFETY, FIREFIGHTER, INCLUDING ACCESSORIE",Restocking Fee,Wildland Helmets
46537670001,Laryngoscope Blade.  Metal. Disposable. Single Use.,"item # 18-7014D  L023  Laryngoscope Blade.  Metal. Disposable. Single Use. MACINTOSH Style. Size 4. Adult. LED.  Stainless Steel, Satin Finish. Length: 133 mm. Distal Width: 15 mm. NOVALITE Part Number 18-7014D",laryngoscope blades and handles
34580190005,"ADAPTER CARTRIDGE RESPIRATOR, SCOTT# 805622-01",RC LN_______ QTY DEL_________P/F_____ B/O____DEL DATE______________  .  DELIVERY DATE SHALL BE NO LATER THAN 3/2020  5/6/2020,Grainger material for AWGBSC
68008,Police Protection Equipment (Body Armor and Riot S,Qty 12 @ $33.95 Item: NP1877 PLNBLK,Zero9 Portable Radio Case Motorola w/Malice Clips
41000,FURNITURE: HEALTH CARE AND HOSPITAL FACILITY,furniture for multiple locations within WIC,WIC FURNITURE
47509132019,F012.1    3M? Tegaderm? Transparent Film Dressing .  4 inch,item # 3M1626,tegaderm
34556100002,HAT SAFETY FULL BRIM,RC LN___ QTY DEL___ P/F____ B/O___ DEL DATE_______,material needed at awbsc
72582,"Two-Way Radio Supplies, Parts, and Accessories",Earplugs Foam/acoustic Tube Black [rln6230a],"RZ COMMUNICATIONS 11,323.46 SEE ATTACHED"
6800814,"ARMOR, BODY",BUYBOARD CONTRACT 284-08. PTA-MPS* PROTECH 6 POUCH SET.,PURCHASE OFF OF BUYBOARD CONTRACT FOR TACTICAL VESTS & PLATE
34592502008,SAFETY VEST STYLE YELLOW LARGE CLASS 3,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____  DELIVERY DATE SHALL BE NO LATER THAN 11/26/19,msc qia material for awgbsc
34532125001,"KIT INFECTION CONTROL, PERSONAL PROTECTION UNIT",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 2/7/2018,MSC material for Glen Bell warehouse
34592502009,SAFETY VEST STYLE YELLOW XLARGE CLASS 3,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 2/27/2018,MSC QIA material for Glen Bell warehouse
47045,"Furniture, Special: Chairs, Stands, Stools, etc. (","Emergency Restarint Chair, Model MK9",Emergency Restarint Chair
34556330003,HAT SAFETY CAP STYLE W/HEAD GEAR & EAR MUFFS,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,grainger material for awwbsc
47541481003,GLOVES DISPOSABLE NONSTERILE NITRILE LARGE,RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,material needed at awwbsc
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT","Gloves, Supreno EC, LG, Nitrile, Powder Free, Textured, High Risk, Extended Cuff 50/bx 10bx/cs  Quantity 200 boxes at $10.29 per box",Microflex Supreno Gloves for PCO
36022,"Installation Supplies: Adhesive Edge Strip, Seam T",356636  #6 22-18 Nylon spade/100,TESSCO $273.68  SEE ATTACHED
34564300001,EAR PLUG DISPOSABLE,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE_______,material needed at awgbsc
34564115004,EAR PLUGS ACCU-FIT AURAL PROTECTOR W/CASE,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Grainger items for Webberville inventory
34580190005,"ADAPTER CARTRIDGE RESPIRATOR, SCOTT# 805622-01",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 10/25/17,Grainger material for Glen Bell warehouse
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",Quantity 8 cases at $94.60/case. 500/CS Item# 290325,Supreno Gloves for Crime Scene
34572100002,RESPIRATOR DUST AND FUMES,RC LN___ QTY DEL____ P/F___ B/O___ DEL DATE_______,material needed at awgbsc
34568,"Manikins and Models, First Aid and Safety Teaching",205-05050 ALS SIMULATOR,MANIKINS AND MODELS
34556330003,HAT SAFETY CAP STYLE W/HEAD GEAR & EAR MUFFS,RC LN___ QTY DEL____ P/F___ B/O___ DEL DATE________,material needed at awgbsc
47564715218,S001.1 BOTTOM (FITTED) SHEET. DISPOSABLE. 30x84.,,stretcher sheets
34592502013,VEST LIFE MESH MINNESOTA STYLE YELLOW SMALL,RC LN______QTY DEL______P/F____B/O_____DEL DATE_______,material needed at awgbsc
34532125001,"KIT INFECTION CONTROL, PERSONAL PROTECTION UNIT",RC LN____ QTY DEL____ P/F____ B/O_____ DEL DATE_________,material needed at awgbsc
3400710,"BREATHING APPARATUS, SELF-CONTAINED, INCLUDING PARTS AND ACC","Breathing equipment for firefighters    2. ITEM# 31001613 - RTV, DOW CORNING 3-1744 APP KIT - QTY: EACH 6 EACH @ $58.81 EACH.    Ref quote#QT1421073 by Jason Herron, Dated 11/18/2020.",PR20857-Replacment SCBA Cylinders for AirShops
34508385227,"X002     Straps, Patient Restraint, Ambulance Cot.   Color:",item # 86093 restraint strap 2pc 7' blk DS,EMS Medical Supplies
36022,"Installation Supplies: Adhesive Edge Strip, Seam T",46319 pk/100 fuse,"Tessco $1,334.83  see attached"
2002736,"GLOVES, FIREFIGHTER (FOR STRUCTURAL FIREFIGHTING)","Shelby Glove, NFPA, Elk/Gore, Gold, Gauntlet, Model # 5282G  (5) Small  (19) Medium  (45) Large  (26) XLarge  (4) 2XLarge",Structural FF Gloves
34556102001,STRAP CHIN FOR SAFETY HELMETS,RC LN_____ QTY DEL______ P/F______ B/O______ DEL DATE___________,material needed at gbsc
34564300001,EAR PLUG DISPOSABLE,1MCD9  RC LN___ QTY DEL____ P/F___ B/O____ DEL DATE_______,material needed at awbsc
34556370002,"HAT, SAFETY, FULLBRIM VENTED",RC LN_____ QTY DEL_____ P/F____ B/O_____ DEL DATE__________,material needed at gbsc
68008,Police Protection Equipment (Body Armor and Riot S,"EOD #10 Bomb Suit, Olive Drab, Size Medium, Manufacture Med-Eng, #8000502",Bomb Suit with Helmet & Accessories
34564,"Head, Ear, Eye and Face Protection",Safety glasses for Charles Stambaugh.,Safety glasses for Charles Stambaugh.
80008,"Boots, Leather","PR20696-Restock Firefighter Boots,BuyBoard 603-20    1. ITEM#GLO-1501420 - SHADOW XF BOOT - QTY: 47 EACH @ $360.00 EACH.    Ref quote by Chancy Bizzell, Dated 10/15/2020","PR20696-Restock Firefighter Boots, BuyBoard 603-20"
80072,"Shoes, Safety Toe",,LEHIGH-INV#471782(2303)
80072,"Shoes, Safety Toe",Eric Harris ($69.99)/Gaylon Robertson($69.99),LEHIGH-INV#437266
80024200007,"BOOTS, STEEL TOE HIP WADERS SIZE 12",RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE______,material needed at awbsc
80072,"Shoes, Safety Toe",,Safety Shoes for Ashleigh Miller
80072,"Shoes, Safety Toe",RED WING / Marcus Gutierrez / Employee #,RED WING / SHOES
80024200007,"BOOTS, STEEL TOE HIP WADERS SIZE 12",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,QIA material for Glen Bell warehouse
80072,"Shoes, Safety Toe",January 2017 Central District 6070,Red Wing/Safety shoes January 2017
80008,"Boots, Leather","BOOTS, DANNER FORT LEWIS SIZE 9 REGULAR","BOOTS,"
80072,"Shoes, Safety Toe",SAFETY SHOES FOR ACD EMPLOYEE: RICHARD LAMACUSA,SAFETY TOED SHOES/ BOOTS
52038400002,Insert Shoe Molded Anti-Puncture Mens Size 7 to 8,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE______,material needed at awgbsc
80072,"Shoes, Safety Toe",,"safety shoes - Contreras, Jeff"
80072,"Shoes, Safety Toe",Contract Pro Card for WPD_FY 18_$30k annually.,Contract Pro Card for WPD_FY 18
8008637,"BOOTS, MENS, FIREFIGHTER, INSULATED, STEEL MID SOL","Replacing damaged firefighter boots. PR 959 Buyboard 432-13  GLO-1301400, GLOBE SHADOW STRUCTURAL BOOT, 14"" PULL-ON  1. Size 09.5 Medium, Qty: 1 ea @ $315.00/ea  2. Size 10.0 Wide, Qty: 1 ea @ $315.00/ea  3. Size 11.0 Wide, Qty: 1 ea @ $315.00/ea  4. Size 09.5 Wide, Qty: 1 ea @ $315.00/ea  Shipping: $38.00  Per Casco Quote dated 9-1-15",Replacing damaged firefighter boots. PR 959 Buyboard 432-13
80086351008,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 12",2LME1,Grainger material for AWWBSC
80072,"Shoes, Safety Toe",,Danny Leos Safety Shoe DO
80086351006,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 10",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,QIA items for Glen Bell
80072,"Shoes, Safety Toe",safety shoe purchases for PARD employees FY17-Trail Maintenance,RED WING/ /SAFETY SHOES/ PARD
80086351005,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 9",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE_________,material needed at gbsc
80072,"Shoes, Safety Toe","RED WING / JAIME GOMEZ, JOE DIAZ, RICHARD OVERTON, SUSAN WILLSON, ALEJANDRO CADENA, JESSE VILLARREAL, & CHRIS DRY","RW:J.GOMEZ,J.DIAZ,R.OVERTON,S.WILLSON,A.CADENA,J.VILLARREAL,"
80072,"Shoes, Safety Toe",safety shoe purchases for PARD employees FY17-7106 Roy Kizer Golf Course *modification: zeroing out document as line cannot be deleted after original document is in final status.,RED WING/ /SAFETY SHOES/ PARD
80072,"Shoes, Safety Toe",Gabriel Flores and Oscar C. Ramrez need a replacement pair of safety boots due to wear and tear.,"Red Wing, FY24 Blanket Order for employees work safety shoes"
80086351009,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 13",RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,material needed at gbsc
80072,"Shoes, Safety Toe",RED WING / Anthony Wright  / Employee #NA,RED WING / SHOES
80072,"Shoes, Safety Toe",RED WING / Ronald Trevino / Employee #10128558,RED WING / Shoes
80072,"Shoes, Safety Toe",,Red Wing Shoe Store/Steel Toe boots
80072,"Shoes, Safety Toe",AUSTIN CODE EMPLOYEE: LUIS LEOS SAFETY SHOES,"Shoes, Safety Toe"
80072,"Shoes, Safety Toe",PMD Yuejiao Liu,ESD Safety Shoes Fy15
80072,"Shoes, Safety Toe",Red Wing FY20,Red Wing FY19
80072,"Shoes, Safety Toe",RED WING / Christopher Trevino  Employee#10114632,RED WING /
80024200004,"BOOTS, STEEL TOE HIP WADERS SIZE 9",RC LN____ QTY DEL_____ P/F____ B/O_____ DEL DATE____________,material needed at gbsc
80072,"Shoes, Safety Toe","Quote #148629. One pair of #2864 Irish Setter 8"" black work boot @ $139.49/ea for an Animal Protection Officer. Requested by April Moore on 06.20.16.",Safety Shoes
80072,"Shoes, Safety Toe",Safety shoe purchase FY17:  Unit # 7071 Forestry,S&B Safety Shoe
80024200005,"BOOTS, STEEL TOE HIP WADERS SIZE 10",RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 11/20/2017,Grainger material for Glen Bell warehouse
80024200005,"BOOTS, STEEL TOE HIP WADERS SIZE 10",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,Material needed at Glen Bell warehouse
80008,"Boots, Leather",DANNER FORT LEWIS BOOTS SIZE 10 WIDE,SWAT BOOTS
80086351006,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 10",RC LN___ QTY DEL___ P/F___ B/O___ DEL DATE________,material needed at awbsc
80072,"Shoes, Safety Toe",RED WING / Gerardo Diaz / Employee #10113050,RED WING / shoes
80072,"Shoes, Safety Toe",Red Wing /  LEOBARDO SANCHEZ,"Red Wing / SANCHEZ, LEOBARDO"
80072,"Shoes, Safety Toe","GATICA, JOE / 031710.","MALDONADO, ANDREW /RUIZ, CESAR/REYES, BEN/GATICA, JOE/031710"
80072,"Shoes, Safety Toe",RED WING /Mace Hall / Employee #,RED WING / SHOES
80072,"Shoes, Safety Toe",RED WING / Jorge Espinoza-Lopez / Employee #10133343,RED WING / SHOES
80086351007,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 11",RC LN_____ QTY DEL_____ P/F_____ B/O____ DEL DATE_________,material needed at awwbsc
80086351004,"BOOT STEEL TOE, STEEL MIDSOLE SIZE 8",RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE________,MSC QIA order for Glen Bell warehouse
80072,"Shoes, Safety Toe",Safety Shoes: Greg Avery,Safety Shoes: Greg Avery
